"conno","clssc_nm","entrp_nm","cont","unmrg_yr","undrt_ntn_nm","undrt_entrp_itm_nm","sell_ntn_nm","sell_entrp_nm","sell_entrp_itm_nm","unmrg_amt_val","unmrg_prps_cont","spftr_cont","rmrk","opert_sctin_cd","data_crtin_dt","cntct_prces_stts_cd","cntct_prces_dt"
"705",국내-국내(In-In),신영해피투모로우제4호기업인수목적,"<p>(1) 회사의 경영에 미치는 효과</p><p>2019년 반기말 현재 신영해피투모로우제4호기업인수목적㈜의 최대주주는 이베스트투자증권㈜이며 242,556주(5.57%)를 보유하고 있고, ㈜아이엘사이언스의 최대주주는 송성근 대표이사로 32.03%(2019년 7월 25일 공시 기준)를 보유하고 있음. 합병 완료시 최대주주는 송성근으로 변경되고 특수관계인을 포함한 지분율은 31.88%(전환사채 전환 후 29.76%)가 됨. 이는 코스닥시장 상장규정 제19조에 의거하여 ㈜아이엘사이언스의 우회상장에 해당함.</p><p>신영해피투모로우제4호기업인수목적㈜와 ㈜아이엘사이언스의 합병이 완료되면 형식적으로는 신영해피투모로우제4호기업인수목적㈜가 존속법인이 되고 ㈜아이엘사이언스는 소멸법인이 되나, 실질적으로는 ㈜아이엘사이언스가 사업의 계속성을 유지한 채 코스닥시장에 상장하는 효과가 발생하게 됨.</p><p><br></p><p>(2) 회사의 영업에 미치는 효과</p><p>㈜아이엘사이언스는 합병을 통해 신영해피투모로우제4호기업인수목적㈜가 보유한 예치금을 투자에 활용하는 것은 물론 코스닥시장에 상장하는 효과를 누리게 되며 이러한 과정에서 언론 및 투자자에게 많은 노출의 기회를 가질 수 있음.</p><p>또한, 투자금의 유입으로 제고되는 재무구조를 활용하여 보다 낮은 금리로 시장에서 자금을 조달할 수 있으며 코스닥시장 상장사로서 기관투자자, 애널리스트 등은 물론 개인투자자로부터 관심을 받게 되어 직원의 자긍심을 고취하고 사업 확장 및 대외 인지도 향상에 큰 효과를 거둘 수 있을 것으로 판단됨.&nbsp;</p>","2019","",투자,"",아이엘사이언스,아이엘사이언스,"300",합병 시 유입 자금을 통한 재무적 안정성 제고,"","",I,"20210119",S,"20231014"
"621",국내-국내(In-In),지티지웰니스,"<p>합병법인인 주식회사 지티지웰니스는 피합병인인 주식회사 아바텍 발행주식의 100%를 보유하고 있습니다.</p><p>또한 합병법인은 피합병법인을 합병비율 1:0으로 흡수합병하며, 본 합병으로 인하여 합병법인인 주식회사 지티지웰니스는 존속회사로 계속 남고 피합병법인인 주식회사 아바텍은 소멸됩니다.</p>","2018","",의료용 기기,"",아바텍,아바텍,"",불필요한 자원낭비 제거 및 비용절감을 통한 경영의 효율성을 제고,"","",I,"20210119",S,"20231014"
"586",국내-국내(In-In),마이크로컨텍솔루션,"<p>(주)마이크로컨텍솔루션은 (주)비티케이 발행주식을 100% 소유하고 있으며, 합병 신주를 발행하지 않는 무증자 합병으로 진행하므로 본 합병이 존속회사인 (주)마이크로컨텍솔루션의 경영, 재무, 영업에 유의적 영향을 미치지는 않을 것이나 완전자회사합병을 통한 경영효율성 증대가 기대됨.</p><p>본 합병완료시 (주)마이크로컨텍솔루션은 존속회사로 계속 남아있고, 소멸회사인 (주)비티케이은 합병후 해산하게 되며, 본 합병은 신주를 발행하지 않는 무증자 합병으로 본 합병완료후 (주)마이크로컨텍솔루션의 주주 변경은 없음.</p>","2018","","전기회로 개폐, 보호장치 제조업","",비티케이,비티케이,"",완전자회사의 흡수합병을 통한 경영효율성 제고,"","",I,"20210119",S,"20231014"
"341",국내-국내(In-In),한국전자금융,"<p>합병회사인 한국전자금융(주)의 최대주주는 (주)나이스홀딩스이며, 46.99%의 지분을 보유하고 있습니다. 또한, 피합병회사인 (주)나이스핀링크의 최대주주는 한국전자금융(주)이며, 50.0%의 지분을 보유하고 있습니다.</p><p>- 한국전자금융(주)와 (주)나이스핀링크는 우선주 등 종류주식을 발행한 사실이 없습니다.</p><p>- 본 합병절차 완료 후, 존속회사인 한국전자금융(주)의 최대주주 변경은 없으며, 소멸회사인 (주)나이스핀링크는 해산할 예정입니다.</p>","2017","",사업지원 서비스업,"",나이스핀링크,나이스핀링크,"811",구축 인프라의 통합활용으로 비용절감 등 조직 운영 효율성 및 사업 경쟁력을 강화,"","",I,"20210119",S,"20231014"
"91",해외-해외(Out-Out),HP,"<p>HP는 약 260억달러의 주식 스왑 방식으로 컴팩을 인수하기로 했다 이 합병으로 세계 최대의 PC 및 프린터, 컴퓨터 서버 제조업체가 새로 탄생하게 됐다.</p><p>이번 합병을 통해 세계 제 2의 PC 제조업체인 컴팩은 3위의 PC업체인 HP의 경영권 아래로 들어가게 됐으며 결과적으로 양사는 업계 리더인 델컴퓨터보다 더 큰 몸집으로 이전보다 더 효율적으로 경쟁할 수 있는 체제를 갖추게 됐다.</p><p>합병 조건은 HP가 컴팩 주식 한 주당 HP 주식을 0.63 비율로 교환하는 주식 스왑 방식이다. 컴팩 주주들은 이번 HP와의 합병으로 시가 대비 19%의 프리미엄만을 얻었다.</p>","2001",미국,사무용 기기,미국,컴팩컴퓨터,컴팩컴퓨터,"260억달러",규모의 경제,주식교환,"",I,"20210119",S,"20231014"
"367",국내-국내(In-In),아이비케이에스제3호기업인수목적,"<p>존속법인은 코스닥시장에 기 상장되어있는 아이비케이에스제3호기업인수목적㈜이나, 실질적인 경영활동은 소멸법인이자 피합병법인인 케이엠제약(주)가 기존 사업을 통해 영위하게 됩니다.</p><p>당 합병을 통하여, 케이엠제약(주)는 코스닥시장에 상장하는 효과를 누리게 될 것입니다. 이로서 상장법인으로서의 인지도를 확보하게 되어, 회사의 사업 확장및 대외 인지도에 긍정적인 효과를 가져 올 수 있을 것으로 예상되며, 이러한 효과를 통하여 회사의 시장점유율 확대를 통한 매출증대 및 신사업 계획에도 박차를 가할 수 있을 것으로 판단됩니다.</p>","2018","",기업인수,"",케이엠제약,케이엠제약,"307","(1) 합병 시 유입 자금을 통한 재무적 안정성 제고
(2) 코스닥 시장 상장을 통한 자금 조달능력 증대
(3) 기업 신용도 및 이미지 제고를 통한 매출 증대
(4) 사업의 확장 및 경쟁력 제고
(5) 언론 노출 증가에 따른 회사 홍보 및 우수 인력 확보
(6) 종업원 자긍심 고취","","",I,"20210119",S,"20231014"
"683",국내-국내(In-In),엘케이투자파트너스,"<p>당사의 최대주주인 유한회사 에스와이오투자목적회사는 보유주식 6,000,000주(총 발행주식의 59.52%)를 주식회사 엘케이투자파트너스에 양도하는 계약을 아래와 같이 체결하였습니다.</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- 아 래 -</p><p><br></p><p>1. 계약체결일: 2019. 06. 26.</p><p><br></p><p>2. 양수도대금: 102,000,000,000원</p><p><br></p><p>3. 양수도대상 주식:</p><p>- 주식회사 삼양옵틱스</p><p>- 보통주식 6,000,000주</p><p><br></p><p>4. 계약 당사자:</p><p>- 양도인: 유한회사 에스와이오투자목적회사</p><p>- 양수인: 주식회사 엘케이투자파트너스</p><div><br></div>","2019","",사모펀드 운용업,"",에스와이오투자목적회사,에스와이오투자목적회사,"1020",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"455",해외-해외(Out-Out),유니레버,<p>유니레버가 면도기 서브스크립션 기업인 달러쉐이브클럽을 10억 달러에 인수헸다.</p>,"2016",미국,소비재 기업,미국,달러쉐이브클럽,달러쉐이브클럽,"10억달러",면도기 시장 공략,"","",I,"20210119",S,"20231014"
"754",국내-국내(In-In),다원시스,"<p>본건 합병을 통해 회사의 사업을 다각화하고 유사 조직의 통폐합 및 중복 투자의 제거를 통한 원가 효율성을 강화하여 가격 경쟁력을 확보할 수 있으며, 이를 바탕으로 영업력이 한층 더 강화될 수 있을 것으로 기대됩니다.<br></p>","2016","","전기회로 개폐, 보호장치 제조","",로윈,로윈,"30",회사의 사업을 다각화하고 경영합리화를 통한 기업가치증대,"","",I,"20210119",S,"20231014"
"846",국내-국내(In-In),휴젤,"<p>휴젤㈜는 ㈜에이비바이오의 발행주식총수의 100%를 소유하고 있으며, 합병 신주를 발행하지 않는 무증자방식에 의하여 1 : 0의 합병비율에 따라 합병하기로 결의함에 따라 본 합병으로 인하여 휴젤㈜가 발행하는 신주는 없으며, 대주주 등의 지분변동 사항 또한 없습니다.<br></p>","2020","",생물학적 제제 제조,"",에이비바이오,에이비바이오,"","자회사 흡수합병으로 비용 절감 및 관리조직 일원화를 통한 경영 효율화를 도모하고, 상호 보유역량을 보완하여 기술경쟁력을 강화하는 등 사업시너지 극대화","","",I,"20210119",S,"20231014"
"252",국내-국내(In-In),로켓모바일,"<p>1) 보고서 제출일 현재 합병회사인 (주)로켓모바일은 피합병회사인 이엠씨펭귄(주)의 지분을 100% 보유하고 있음.</p><p>2) 합병회사와 피합병회사는 합병비율 1:0으로 흡수합병하여 본 합병으로 인하여 (주)로켓모바일가 발행할 신주는 없음.</p><p>3) 본 합병으로 인하여 사업다각화 및 계열회사 유지에 따른 불필요한 자원낭비를 줄이고, 경영자원의 통합을 통해 경영효율성을 높임으로써 회사의 이익구조가 개선될 것으로 예상됨.</p>","2016","",상품 전문 도매,"",이엠씨펭귄,이엠씨펭귄,"",사업다각화 및 경영효율성 제고를 통하여 시장경쟁력강화,"","",I,"20210119",S,"20231014"
"57",국내-해외(In-Out),F&F,"<p>모자, 가방, 의류 등 패션전문기업 F&amp;F는 2018년 이탈리아 듀베티카 브랜드를 약 92억원에 인수하였다. 듀베티카는&nbsp;</p>","2018",한국,패션의류,이탈리아,이탈리아 듀베티카,이탈리아 듀베티카,"92","","","",I,"20210119",S,"20231014"
"414",해외-해외(Out-Out),몬산토,"<p>2013년 몬산토사가 기상정보업체 클라이밋코퍼레이션을 인수함으로써 전세계적으로 큰 주목을 받았다.</p><p>종자히사로 유명한 미국의 몬산토는 기상정보를 농업 정보와 융합하여 과학서비스 기업으로 진화하려는 목적으로 클라이밋코퍼레이션을 10억달러에 인수했다. 몬산토는 클라이밋코퍼레이션 인수를 통해 작물 재배 모니터링에서부터 고해상도 기후 시물레이션까지 농업과 관련된 다양한 연구 분석이 가능한 첨단 플랫폼을 구축했다.</p><p>과거 농업기술 분야 스타트업들은 투자자들의 관심을 주목하기 어려웠으나 몬산토의 클라이밋코퍼레이션 인수 이후 상황이 확연히 달라졌다. 1년 후인 2014년엔 어그테크 스타트업들은 23억달러의 투자금을 유치, 당시 유먕 분야 핀테크나 클린테크보다 투자금을 더 많이 유치한 것으로 드러났다.</p>","2013",미국,종자회사,미국,클라이밋코퍼레이션,클라이밋코퍼레이션,"10억달러","","","",I,"20210119",S,"20231014"
"763",국내-국내(In-In),SG세계물산,"<p>㈜SG세계물산은 ㈜유진어패럴의 발행주식을 100% 보유하고 있으며, 합병 신주를 발행하지 않는 무증자 합병으로 진행하며 완전자회사 합병을 통한 경영효율성 증대가 기대됨.</p><p>본 합병완료시 ㈜SG세계물산은 존속회사로 계속 남아있고, 피합병법인인 ㈜유진어패럴은 합병후 해산하게 되며, 본 합병은 신주를 발행하지 않는 무증자 합병으로 본 합병완료 후 ㈜SG세계물산의 최대주주 변경은 없음.</p>","2017","",의류제조 및 판매업,"",유진어패럴,유진어패럴,"",완전자회사의 흡수합병을 통한 시너지 창출 및 경영 효율화,"","",I,"20210119",S,"20231014"
"784",국내-국내(In-In),현대그린푸드,"<p>(주)현대그린푸드는 (주)현대푸드시스템의 발행주식을 100% 소유하고 있으며, 합병 신주를 발행하지 않는 무증자 합병으로 진행하므로 본 합병이 존속회사인 (주)현대그린푸드의 경영, 재무, 영업에 유의적 영향을 미치지는 않을 것이나, 완전자회사 합병를 통한 경영효율성 증대가 기대됨.</p><p>본 합병 완료시 (주)현대그린푸드는 존속회사로서 계속 남아있고 소멸회사인 (주)현대푸드시스템은 합병 후 해산하게 되며 본 합병은 신주를 발행하지 않는 무증자 합병으로 본 합병 완료후 (주)현대그린푸드의 주주 변경은 없음.</p>","2018","","푸드서비스, 유통","",현대푸드시스템,현대푸드시스템,"",완전자회사의 흡수합병을 통한 경영효율성 제고,"","",I,"20210119",S,"20231014"
"89",해외-해외(Out-Out),하이얼,<p>하이얼은 1990년 이탈리아 북부 바레제에 유럽본부를 설립한 이후 말라노에 마케팅 본부를 설립하는 등 이탈리아를 유럽시장 공략의 거점화 하였다.</p><p>2001년 6월 이탈리아 북동부 파도바 근처에 위치한 메네게티의 냉장고 생산공장을 100% 인수하면서 본격적인 유럽시장 공략을 시작하였다.</p><p>하이얼은 메네게티의 냉장고 공장 인수를 통해 하이얼 냉장고를 Made in China 대신 Made in Italy로 생산하며 유럽 발트인 가전시장을 공략하였다.</p><p>하이얼의 적극적인 이탈리아 투자는 중국저가 이미지 대신 이탈리아의 고급품 이미지를 제품에 투영시키는 것이 목적이여서 이 관점에서 본다면 이 m&amp;a는 성공했다고 봐야한다.</p>,"2001",중국,가전,이탈리아,메네게티,메네게티,"8백만달러",유럽시장 공략 거점확보,가전 부문에서 중국기업 최초의 해외 M&A 사례,"",I,"20210119",S,"20231014"
"532",국내-국내(In-In),케이에이치블루홀딩스,"<p>삼본전자의 최대주주는 보유주식 4,455,136주를 ㈜케이에이치블루홀딩스 외 16인에게 양도하는 주식매매계약을 아래와 같이 각각 체결하였습니다.</p><p><br></p><p>- 아 래 -</p><p><br></p><p>가. 계약체결일 : 2018년 6월 28일(최초), 2018년 8월 10일(매수인 일부 변경)</p><p><br></p><p>나. 총 양수도 금액 : 63,485,688,000원</p><p><br></p><p>다. 계약당사자</p><p>&nbsp;1) 양도인 : (주)삼본정밀전자홀딩스투자목적회사</p><p>&nbsp;2) 양수인 : 대표매수인 3인(주식회사 케이에이치블루홀딩스, 블루스카이1호 조합, 트리니티에쿼티 유한회사) 외 법인 및 개인14인, 총17인</p>","2018","","영상, 오디오","",삼본정밀전자홀딩스투자목적회사,삼본정밀전자홀딩스투자목적회사,"634",최대주주 변경을 수반하는 주식양수도 계약,케이에이치블루홀딩스 외16인,"",I,"20210119",S,"20231014"
"802",국내-국내(In-In),하나금융9호기업인수목적,"<p>(1) 회사의 경영에 미치는 효과</p><p>합병 완료시 최대주주는 심기봉으로 변경되고 특수관계인을 포함한 지분율은 26.53%(전환사채 전환 전 기준)가 된다. 이는 코스닥시장 상장규정 제19조에 의거하여 ㈜덴티스의 우회상장에 해당한다다.</p><p>하나금융9호기업인수목적㈜와 ㈜덴티스의 합병이 완료되면 형식적으로는 하나금융9호기업인수목적㈜가 존속법인이 되고 ㈜덴티스는 소멸법인이 되나, 실절적으로는 ㈜덴티스가 사업의 계속성을 유지한 채 코스닥시장에 상장하는 효과가 발생하게 돤다.</p><p><br></p><p>(2) 회사의 재무에 미치는 효과</p><p>하나금융9호기업인수목적㈜의 설립 및 코스닥시장 공모 시에 모집된 자금은 합병존속법인의 사업의 확장 및 안정을 위하여 사용될 예정이며 이로써 매출 증대 및 이익 실현이 가속화 될 것이라 예상된다.</p><p>㈜덴티스는 하나금융9호기업인수목적㈜와의 합병을 통해 자기자본을 확충하고 이를 투자 재원으로 활용함으로써 추가적인 사업 다각화 등을 통한 성장을 이룰 수 있을 것으로 예상된다.</p><p><br></p><p>(3) 회사의 영업에 미치는 효과</p><p>㈜덴티스는 합병을 통해 하나금융9호기업인수목적㈜가 보유한 예치금을 투자에 활용하는 것은 물론 코스닥시장에 상장하는 효과를 누리게되며 이러한 과정에서 언론 및 투자자에게 많은 노출의 기회를 가질 수 있다. 또한, 투자금의 유입으로 제고되는 재무구조를 활용하여 보다 낮은 금리로 시장에서 자금을 조달할 수 있으며 코스닥시장 상장사로서 기관투자자, 애널리스트 등은 물론 개인투자자로부터 관심을 받게 되어 직원의 자긍심을 고취하고 사업 확장 및 대외 인지도 향상에 큰 효과를 거둘 수 있을 것으로 판단된다.</p>","2019","",투자,"",덴티스,덴티스,"1970",상장을 통한 자금조달로 신규투자를 통한 기업 성장,"","",I,"20210119",S,"20231014"
"611",국내-국내(In-In),피엠지파마 사이언스,"<p>피엠지와 위드모바일은 1:0 흡수합병이며, 본 합병으로 인하여 피엠지가 발행할 신주는 없다.</p><p>본 합병을 통해 경영효율성을 제고하여, 회사의 재무 및 영업에 긍정적인 영향을 미칠 것으로 예샹한다.</p>","2018","",반도체 장비 검사,"",위드모바일,위드모바일,"",사업 확장 및 구조개편,"","",I,"20210119",S,"20231014"
"698",국내-국내(In-In),필룩스,"<p>장원테크 최대 주주변경</p><p><br></p><p>1.본 양수도 계약은 삼본전자(주)가 보유한 7,000,000주를 현물출자로 하여 필룩스 유상증자에 참여하여 신주를 받는 계약입니다. 따라서 필룩스 유상증자 일정에 맞추어 대금지급(주식양도)절차가 이루어질 예정입니다.</p><p><br></p><p>2. 필룩스 유상증자일정</p><p>&nbsp; 1) 납입일 : 2019년 07월 31일</p><p>&nbsp; 2) 신주권교부예정일 : 2019년 08월 13일</p><p>&nbsp; 3) 신주상장예정일 : 2019년 08월 14일</p>","2019","",전자부품 제조,"",삼본전자,삼본전자,"234",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"727",국내-국내(In-In),웅진,"<p>본 주요사항보고서 제출일 현재 (주)웅진은 (주)태승엘피의 발행주식을 100% 소유하고 있으며, 합병 신주를 발행하지 않는 무증자합병으로 진행하므로 본 합병이 존속회사인(주)웅진의 경영, 재무, 영업에 유의적 영향을 미치지는 않을 것이나, 완전자회사 합병을 통한 경영효율성 증대가 기대됨.&nbsp;</p><p>본 합병 완료시 (주)웅진은 존속회사로 계속 남아있고 소멸회사인 (주)태승엘피는 합병 후 해산하게 되며, 본 합병은 신주를 발행하지 않는 무증자합병으로 본 합병 완료후 (주)웅진의 주주 변경은 없음.</p>","2019","",종합투자,"",태승엘피,태승엘피,"",회생계획에 따른 분할존속회사의 분인권 소송 등의 수행을 완료하여 회생절차 종결을 결정받음,"분할존속회사로부터 이전받은 부인권 소송 등의 수행 및 소송결과에 따른 권리, 의무의 분할존속회사로의 이전",자회사,I,"20210119",S,"20231014"
"8",국내-해외(In-Out),현대중공업,"<p>현대중공업이 1948년 설립된 불가리아 국영 변압기 회사를 인수하였다. 이 국영기업은 1984년&nbsp;&nbsp;Vassil Kolarov Power Engineering Plant가 설립하였고, 1991년 변압기 부문&nbsp; 회사명으로 변경(Elptro Trafo Co.)한 이력을 가진 회사이다. 현대중공업은 약 천만불 가량의 규모를 투자하였고 현재 약 550~600명의 종업원 수를 가지고 있으며 매출액은 약 3500만불로 성장하였다.</p><p>변압기 생산에 필요한 탭 체인저 생산기술은 전 세계적으로 소수 기업만 소유하고 있어 꾸준한 매출 유지와 더불어 성공적인 인수합병으로 평가되어지고 있다.</p>","1997",한국,건설,불가리아,Elptro Trafo Co.,Elptro Trafo Co.,"","","","",I,"20210119",S,"20231014"
"521",해외-해외(Out-Out),헝다(恒大)그룹,<p>헝다그룹은 2018년 초 신에너지 자동차 산업 진출 계획을 공식 발표한 후 관련 기업을 공식적으로 인수하며 전기차 산업 체인을 빠르게 완성해 나가던 중 2018년 6월 전기차 스타트업 패러데이퓨처의 주식 45%를 인수해서 1대 주주로 등극했다.</p>,"2018",중국,부동산,중국,스타트업 패러데이퓨처(FF),스타트업 패러데이퓨처(FF),"8억 6000만달러",신에너지 자동차그룹 성장,"1대주주등극",주식45%,I,"20210119",S,"20231014"
"860",국내-국내(In-In),엔에이치기업인수목적12호,<p>엔에이치기업인수목적12호(주)는 유일한 사업 목적인 다른 기업과의 합병을 달성하게 되며 실질적인 경영활동은 피합병법인인 (주)와이즈버즈의 사업을 통해 영위하게 됩니다.<br></p>,"2020","",기업인수,"",와이즈버즈,와이즈버즈,"795",대외 인지도 향상을 통한 기업경쟁력 강화,"","",I,"20210119",S,"20231014"
"747",국내-국내(In-In),서브원,"<p>소멸법인인 엘지도요엔지니어링(주)은 당사가 100% 소유하고 있으며, 양 합병당사는 무증자방식에 의하여 1:0의 합병비율에 따라 합병<br></p>","2015","",산업재,"",엘지도요엔지니어링,엘지도요엔지니어링,"","조직 효율화, 중복비용 제거 등으로 사업 및 운영 효율화를 도모","","",I,"20210119",S,"20231014"
"852",국내-국내(In-In),탑엔지니어링,"<p>합병회사인 (주)탑엔지니어링은 피합병회사인 (주)탑프리시전의 발행주식 100%를 보유하고 있으며, 본 합병시 (주)탑엔지니어링은 (주)탑프리시전의 주식에 대해 신주를 발행하지 않는 무증자 방식이므로 합병비율은 1:0 으로 진행<br></p>","2020","",디스플레이,"",탑프리시전,탑프리시전,"",사업 시너지 및 경영 효율성 제고,"","",I,"20210119",S,"20231014"
"646",국내-국내(In-In),SK텔레콤,"<p>인크로스의 최대주주인 엔에이치엔(주)은 보유하고 있는 보통주식 2,786,455주(34.60%)를 SK텔레콤(주)에게 양도하는 계약을 아래와 같이 체결하였습니다.</p><p><br></p><p>1. 계약일자 : 2019년 4월 10일</p><p><br></p><p>2. 양수도대금 : 53,499,936,000원 (매매대금은 본 계약서에 따른 실사 후 최종확정됨.)</p><p><br></p><p>3. 계약당사자</p><p>&nbsp;&nbsp;</p><p>&nbsp;1) 양도인 : 엔에이치엔(주) 2,786,455주(34.60%)&nbsp;&nbsp;</p><p>&nbsp;2) 양수인 :SK텔레콤(주) 2,786,455주(34.60%)</p>","2019","",무선 및 위성 통신업,"",엔에이치엔,엔에이치엔,"535",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"265",국내-국내(In-In),포스코대우,"<p>금번 분할합병 이후 주식회사 포스코대우는 주식회사 포스코피앤에스의 철강 등 사업부문과 관련된 자산을 통합 운영하여 영업현금흐름을 확보함과 동시에 서로의 사업영역의 장점을 흡수하고, 중복의 제거를 통한 경영 합리화를 이룰 수 있으며, 보다 효율적인 마케팅 전략과 강화된 영업력을 바탕으로 기업가치를 제고할 수 있을 것으로 판단됩니다.<br></p>","2016","",상품 종합 도매,"",포스코피앤에스의 철강 등 사업부문,포스코피앤에스의 철강 등 사업부문,"2318","금번 분할합병은 인적분할되는 주식회사 포스코피앤에스의 철강 등 사업부문을 주식회사 포스코대우가 흡수합병하는 분할합병으로, 본 합병을 통해 철강유통사업에서의 역량을 확대하고, 고객에게 솔루션 마케팅을 제공하여, 주식회사 포스코대우의 핵심 사업역량인 철강사업부문의 글로벌 경쟁력을 강화하고자 합니다.","","",I,"20210119",S,"20231014"
"492",해외-해외(Out-Out),ThaiBev,"<p>사베코는 사이공 스페셜(Saigon Speical) 맥주와 333 맥주를 생산하는 베트남 최대 맥주 회사로, 지난달 주당 14.10달러로 약 54%의 회사지분을 매각, 또 사베코의 외국인 지분율은 49%까지로 제한되는데 이미 세바코의 외국인 지분율은 10%이다.</p>","2017",태국,음료,베트남,SABECO(베트남),SABECO(베트남),"47억8000만달러","","",지분 54%,I,"20210119",S,"20231014"
"197",국내-국내(In-In),메디칼써프라이,<p>메디칼측은 다년간 성장 정체 상태에 있어 제조업 진출을 통한 성장동력을 확보하고 싶었고</p><p>보성측은 마케팅 능력 한계를 체감 후 영업력이 우수한 기업에 매도를 희망하고 싶어해서</p><p>M&amp;A가 추진되었다.</p>,"2015","",외료기 도매업체,"",보성메디텍,보성메디텍,"15",제조업 진출을 통한 성장동력 확보,"","",I,"20210119",S,"20231014"
"489",해외-해외(Out-Out),네슬레,"<p>블루보틀은 교향악단의 클라리넷 연주자인 제임스 프리먼이 2002년 캘리포니아주 오클랜드의 한 차고에서 창업한 회사다.&nbsp;</p><p>핸드 드립으로 느리게 내려주는 커피 맛에 반한 사람들이 줄을 서면서 유명해졌고, '커피계의 애플'로 불리며 빠르게 마니아층을 만들었다. 블루보틀은 네슬레와 손을 잡으면서 세계 최대 식음료 회사의 유통망을 전략적으로 활용할 수 있게 됐다. 네슬레는 인스턴트 커피 부문에서 세계 최대 브랜드인 네스카페(Nescafe)와 캡슐 커피 네스프레소(Nespresso)를 보유하고 있기 때문이다.</p>","2017",스위스,식품,미국,블루 보틀,블루 보틀,"4억2500만달러","","",지분 68%,I,"20210119",S,"20231014"
"203",국내-국내(In-In),위메이드크리에이티브,<p>주권비상장법인간의 합병이므로 합병가액 및 합병비율은 상증법상 평가 방법에 따라 산정</p><p>㈜위메이드크리에이티브:㈜아이오엔터테인먼트 = 1 : 5.51312</p>,"2015","",소프트웨어 개발 및 판매,"",아이오엔터테인먼트,아이오엔터테인먼트,"",게임사업의 경쟁력 강화로 매출 증대 및 지속적인 성장동력 확보,"","",I,"20210119",S,"20231014"
"363",국내-국내(In-In),케이씨아이,"<p>주식회사 오엔오케미칼의 지분은 주식회사 케이씨아이가 100% 소유하고 있습니다. 또한, 합병회사와 피합병회사는 합병비율 1 : 0 으로 흡수합병 하며, 주식회사 케이씨아이는 존속하고 주식회사 오엔오케미칼은 소멸합니다.</p><p>본 합병으로 인하여 주식회사 케이싸이아가 발행할 신주는 없습니다. 따라서 본 합병 완료 시 최대주주의 변경은 없습니다.</p>","2018","",계면활성제 제조업,"",오엔오케미칼,오엔오케미칼,"",경영 효율성 증대 및 기업가치 제고,"","",I,"20210119",S,"20231014"
"2",국내-국내(In-In),한진해운,<p>대한선주의 경영부실화로 1987년 해운산업 합리화조치에 따라 한진그룹에 매각되었다.</p><p>인수조건으로 한진측이 요구해오던 특혜성 신규대출(시드머니)을 일체 주지 않는 대신 대한선주의 자산을 초과하는 부채에 대해 은행측이 50%를 안고 나머지는 한진측이 15년 걸쳐 15년 분할상환으로 떠안는 것으로 합의를 보았다.</p>,"1987","",해운,"",대한선주,대한선주,"3,000",컨테이너 선사 진출,"15년 분할상환","",I,"20210119",S,"20231014"
"588",국내-국내(In-In),에프앤가이드,<p>합병을 통해 인적ㆍ물적 자원을 효율적으로 결합하여 경영효율성을 제고할 것입니다. 존속법인인 (주)에프앤가이드는 기존 금융정보 서비스 부문의 지속적인 성장과 더불어 사업의 다각화를 위한 성장동력을 확보함으로써 매출 및 영업이익의 증가 등 수익성개선으로 회사의 재무에 좋은 영향을 가져올 것으로 기대하고 있습니다.<br></p>,"2018","",데이터베이스 및 온라인정보 제공업,"",와이즈에프엔,와이즈에프엔,"57",기술 및 경영자원의 통합을 통한 시너지효과를 창출,"","",I,"20210119",S,"20231014"
"319",국내-국내(In-In),넥스트바이오홀딩스,"<p>주식회사 넥스트바이오홀딩스는 피합병회사인 주식회사 중앙리빙샤시의 보통주 100% 지분을 인수하는 계약을 체결하였고, 이후 100% 완전자회사로 편입할 예정입니다. 또한 합병회사와 피합병회사는 합병비율 1:0으로 흡수합병하며, 본 합병으로 인하여 합병회사가 발행할 신주는 없습니다. 따라서 본 합병 완료시 최대주주의 변경은 없으며, 합병회사인 주식회사 넥스트바이오홀딩스는 존속회사로 계속 남게되며, 피합병회사인 주식회사 중앙리빙샤시는 소멸하게 됩니다.</p><p>-&nbsp; 본 합병을 통해 인적, 물적 자원을 효율적으로 활용함으로써 경영에 대한 효율성 증대를 기대할 수 있습니다. 또한 통합 전략수립을 통해 사업간 시너지효과를 극대화시켜 회사의 경쟁력 강화에 긍정적인 영향을 미칠 것으로 예상합니다.</p><p>(주)넥스트바이오홀딩스 : (주)중앙리빙샤시 = 1 : 0</p>","2017","",플라스틱 창호 제조업,"",중앙리빙샤시,중앙리빙샤시,"",인적 및 물적 통합으로 운영효율성 증대,"","",I,"20210119",S,"20231014"
"572",해외-해외(Out-Out),지멘스 헬시니어스,<p>지멘스 헬시니어스가 코린더스 배스큘러 로보틱스를 11억달러에 인수 완료했다고 밝혔다. 지멘스는 이번 인수에 대해 영상 및 인공 지능 도구를 더하면 혈관 로봇 시장에 강력하게 진출할 수 있을 것으로 기대하고 있다고 밝혔다.<br></p>,"2019",독일,헬스-케어,미국,코린더스 배스큘러 로보틱스,코린더스 배스큘러 로보틱스,"11억달러","","","",I,"20210119",S,"20231014"
